after,befer,score
风湿性关节炎,手脚发麻,0.0
糖尿病,高血糖,33.33333333333333
心律失常、、心力衰竭   高血压,心律失常、先天性心脏病 肺动脉高压、心力衰竭,52.63157894736842
心律失常、、心绞痛   高血压  勃起功能障碍,心律失常、、心力衰竭   高血压,72.72727272727273
冠心病,2型糖尿病、高脂血症、高血压病、胸痛、高血压、冠心病,14.285714285714285
声带息肉、,声带息肉、咽喉炎,57.14285714285714
霉菌性阴道炎、维生素A缺乏症,真菌性阴道炎、维生素A缺乏症,92.3076923076923
霉菌性阴道炎、干眼症,霉菌性阴道炎、维生素A缺乏症,53.84615384615385
钙质缺乏·,低钙血症,25.0
糖尿病,高血糖,33.33333333333333
静脉炎,静脉炎和血栓性静脉炎,30.0
腰肌劳损,腰痛,50.0
蛔厥,蛔厥久痢症,40.0
糖尿病,高血糖,33.33333333333333
脑动脉硬化,脑梗死,33.33333333333333
慢性前列腺炎,胆管癌,0.0
脑梗死,脑血管病,25.0
哮喘,咳嗽,0.0
精神分裂症、冠心病  高脂血症,精神分裂症、冠状动脉血栓形成、心力衰竭、脑卒中,40.0
尖锐湿疣,宫颈糜烂,0.0
支气管哮喘,重症肌无力,0.0
高血压病、冠心病   高脂血症,高血压病、冠心病,100.0
高血压病、冠心病   高脂血症   糖尿病,高血压病、冠心病   高脂血症,100.0
慢性肝炎,后背酸胀，肝胆经不通,11.11111111111111
癫痫,小儿癫痫,50.0
肥大性腰椎炎,骨刺,0.0
便秘,孕妇便秘,50.0
脑血管病,脑出血,66.66666666666666
胃炎,胃痛,50.0
高脂血症,脑卒中,0.0
失眠、喘息性支气管炎,失眠、咳嗽,50.0
慢性肾功能衰竭,肾功能异常,60.0
肾虚腰疼,咳嗽,0.0
避孕用,女性避孕,50.0
皮炎,扁平苔癣,0.0
诮化不良,婴儿诮化不良、1岁多。,44.44444444444444
哮喘,肺气肿,0.0
支气管炎  高血压,高血压病、肺气肿,42.857142857142854
湿疹,扁平苔癣,0.0
叶酸缺乏、维生素C缺乏；脾虚；咽喉炎；皮肤瘙痒症,皮肤瘙痒症、祛风湿、叶酸缺乏、补充、祛火,37.5
慢性前列腺增生、肾阳虚,慢性前列腺炎、肾阳虚,88.88888888888889
股癣,真菌感染,0.0
高脂血症，冠心病,冠心病;高脂血症，冠心病,70.0
行经腹痛,月经不调,25.0
暑热,中暑,50.0
诮化不良,婴儿诮化不良、1岁多。,44.44444444444444
高血压病、肾炎,高血压病、腰背痛,57.14285714285714
性功能障碍,勃起功能障碍,66.66666666666666
阳痿,咳嗽,0.0
心绞痛,胸痛,50.0
月阴道炎,月经不调,25.0
高脂血症、高血压病、肺肾两虚,高脂血症、高血压病、腰背痛,72.72727272727273
支气管炎,咳嗽,0.0
动脉硬化型心脏病,动脉硬化,100.0
动脉粥样硬化型心脏病,动脉硬化型心脏病,100.0
抑郁症,抑郁,100.0
冠心病,胸痛,0.0
神经性脂溢性皮炎  ；锌缺乏症,神经性脂溢性皮炎  医生建议吃,61.53846153846154
泌尿道感染,小儿泌尿道感染,71.42857142857143
性功能障碍,勃起功能障碍,66.66666666666666
青光眼,开角型青光眼,50.0
骨质疏松症,钙缺乏,0.0
癫痫,小儿癫痫,50.0
甲状腺功能减退,手术后甲状腺功能减退,70.0
叶酸缺乏症,叶酸片,66.66666666666666
高血压,心绞痛,0.0
增殖性疤痕,瘢痕,50.0
骨关节炎,脚痛、骨关节炎,66.66666666666666
慢性支气管哮喘,慢性支气管炎,83.33333333333334
癫痫,继发性癫痫,40.0
前列腺增生,排尿困难,0.0
阳萎,早泄,0.0
手足抽搐症,缺钙,0.0
酒精性肝炎,酒精肝,100.0
左卡尼汀缺乏；,肌肉萎缩,0.0
结膜炎、脑外伤后遗症,结膜炎、缺氧缺血性脑病,40.0
腰肌劳损,腰痛,50.0
肝肾不足,记忆力减退，反应迟钝,0.0
围绝经期综合征,雌激素减少,0.0
类风湿性关节炎,类风湿性关节炎、膝关节炎,63.63636363636363
血虚,补血,50.0
脾肾两虚,肾虚,100.0
糖尿病,高血糖,33.33333333333333
帕金森综合征,帕金森病性痴呆、帕金森综合征,46.15384615384615
乳腺增生,乳腺肿瘤,50.0
癫痫,继发性癫痫,40.0
湿热病痹,荨麻疹,0.0
状疱疹后神经痛,神经性疼痛,60.0
胃炎 ,胃脘痛病,25.0
糖尿病、脑梗死,高血糖、脑血栓,33.33333333333333
头痛,神经头痛,50.0
阴虚火旺症、肝郁气滞证,肝肾阴虚火旺症、肝郁气滞证,83.33333333333334
勃起功能障碍,阳痿,0.0
癫痫,小儿癫痫,50.0
营养不良,消化不良,50.0
失眠,入睡障碍性失眠,28.57142857142857
癫痫,小儿癫痫,50.0
胃炎,高血压病,0.0
软组织挫伤,腰痛,0.0
胃炎,小儿胃炎,50.0
帕金森综合征、,帕金森综合征、肺气肿,66.66666666666666
周围神经病变,强直性脊柱炎、周围神经病变,50.0
过敏性鼻炎，痛风,小儿过敏性鼻炎,71.42857142857143
慢性乙肝,肝硬化,33.33333333333333
糖尿病,高血糖,33.33333333333333
癫痫,小儿癫痫,50.0
支气管炎,咳嗽,0.0
糖尿病；,高血糖,33.33333333333333
功能性消化不良,胃肠功能紊乱,33.33333333333333
骨关节炎,骨关节炎疼痛,66.66666666666666
结肠炎,腹泻,0.0
性功能障碍,勃起功能障碍,66.66666666666666
呼吸道感染,备用,0.0
干眼综合征、银屑病,干燥综合征、银屑病,87.5
癫痫,小儿癫痫,50.0
神经性皮炎,银屑病,0.0
便秘,便秘，气色不好,33.33333333333333
盆腔炎、宫颈炎,宫颈炎、宫颈炎性疾病,44.44444444444444
腹胀,胃肠胀气,25.0
2型糖尿病,2型糖尿病、高血糖,62.5
关节炎,关节痛,66.66666666666666
外伤、银屑病,色斑、银屑病,60.0
乳腺小叶增生,肝火旺,0.0
肾亏腰疼,肾虚,50.0
失眠,无,0.0
糖尿病、高血压,高血糖、高血压,66.66666666666666
附件炎,痛经,0.0
气血两虚证,补血,50.0
帕金森,帕金森病性痴呆,42.857142857142854
脑梗死后遗症,脑血栓,33.33333333333333
失眠,无,0.0
高血压病,心绞痛,0.0
高血压;支气管哮喘,高血压;急性支气管炎;支气管哮喘,57.14285714285714
性功能障碍,早泄,0.0
慢性支气管炎,细菌性痢疾,20.0
冠心病,胸痛,0.0
稳定型心绞痛、高血脂，糖尿病、高血压病,稳定型心绞痛、高脂血症、高血糖、高血压病,82.35294117647058
盆腔炎,附件炎、女性盆腔炎,37.5
消化不良,胃肠炎,0.0
盆腔炎，附件炎,盆腔炎,100.0
糖尿病,高血糖,33.33333333333333
肝郁血虚,肝火旺,33.33333333333333
高血压病,高脂血症、反流性食管炎、高血压病、高胆固醇血症,20.0
肥胖症,减肥,50.0
鼻炎、慢性支气管炎,鼻炎、慢性支气管炎、老年气管炎,61.53846153846154
糖尿病、心绞痛,高血糖、心绞痛,66.66666666666666
肝炎,皮炎,50.0
肾虚,肾精亏虚,50.0
高脂血症、反流性食管炎、高血压病、足癣,高脂血症、反流性食管炎、高血压病、高胆固醇血症,70.0
糖尿病,高血糖,33.33333333333333
糖尿病,高血糖,33.33333333333333
咽炎,皮肤脓肿,0.0
关节疼痛,强直性脊柱炎,0.0
牙龈炎,上火,0.0
糖尿病,高血糖,33.33333333333333
前列腺增生,排尿困难,0.0
前列腺增生,排尿困难,0.0
前列腺炎,排尿困难,0.0
胃肠炎,痢疾,0.0
胃炎、瘢痕疙瘩、慢性肝炎、脚癣、失眠症,反酸、瘢痕疙瘩、保肝、臭汗症、失眠症,57.14285714285714
肠炎,腹泻,0.0
软组织肿胀,软组织疾患,60.0
乙肝,肝硬化,33.33333333333333
关节炎,腰背疼痛,0.0
慢性乙型肝炎,肝硬化,33.33333333333333
糖尿病、高血压病,高血糖、高血压病,85.71428571428571
活动性类风湿关节炎、胃溃疡,活动性类风湿关节炎、类风湿性关节炎、慢性肾功能不全、胃溃疡,46.15384615384615
急性结膜炎,结膜炎,100.0
慢性肝炎,肝硬化,33.33333333333333
气阴两虚症,便秘,0.0
消化不良,消化不好,75.0
癫痫,小儿癫痫,50.0
胃肠道功能紊乱,腹泻,0.0
补钙,饮食性钙缺乏,16.666666666666664
开角型青光眼,青光眼,100.0
前列腺炎,前列腺增生,60.0
气阴两虚症,支气管炎,25.0
糖尿病,高血糖,33.33333333333333
跌打损伤,胸痛,0.0
帕金森综合征 ,帕金森综合征、肺气肿,66.66666666666666
窦性心律不齐，低钾血症,窦性心律不齐,100.0
肝炎,肝硬化,33.33333333333333
哮喘，腹泻,哮喘,100.0
盆腔炎,腹痛,0.0
气滞血郁证,红细胞增多症,0.0
高血压病,高血压,100.0
冠心病,心肌炎,33.33333333333333
胫骨骨折,筋伤骨折,75.0
痛风,痛风性滑囊炎,33.33333333333333
腰痛,红细胞增多症,0.0
消化不良,小儿消化不良,66.66666666666666
肝肾阴虚,眼疲劳,0.0
肝肾阴虚,眼疲劳,0.0
肝肾阴虚,眼疲劳,0.0
避孕,多囊卵巢综合征,0.0
支气管炎 ,支气管炎  扁桃体炎,50.0
脑血管病,慢性宫颈炎,0.0
冠心病,胸痛,0.0
急性扁桃体炎 ,急性扁桃体炎;沙眼,75.0
创伤后伤口感染,皮肤角化,0.0
糖尿病,高血糖,33.33333333333333
佝偻病,小儿佝偻病,60.0
阴道炎,支原体感染,0.0
癫痫,小儿癫痫,50.0
钙缺乏症,佝偻病,0.0
结膜炎；过敏,雀斑、过敏,50.0
气血亏虚证,增强免疫力,0.0
肝炎,肝功能异常,20.0
缺铁性贫血,多动症,0.0
避孕,女性避孕,50.0
急性支气管炎,急性支气管炎 扁桃体炎,60.0
上呼吸道感染,预防,0.0
尖锐湿疣,宫颈糜烂,0.0
盆腔炎,腹痛,0.0
免疫力低下,增强免疫力,60.0
脑供血不足 ,脑供血不足，血压高,62.5
痔疮,有痔疮,66.66666666666666
类风湿性关节炎,冠心病,0.0
腰腿疲软；,腰腿疲软乏力怕寒冷尿多,36.36363636363637
急性滑膜炎,急慢性滑膜炎,83.33333333333334
癫痫,小儿癫痫,50.0
腹泻,轻微拉肚子,0.0
糖尿病,高血糖,33.33333333333333
高血压,心绞痛,0.0
帕金森病性痴呆、帕金森,帕金森病性痴呆、帕金森综合征,76.92307692307693
足癣,无,0.0
风湿性关节炎,肢体疼痛,0.0
风湿性关节炎,冠心病,0.0
念珠菌性阴道炎,念珠菌性外阴阴道炎,77.77777777777779
高血脂症,耳鸣,0.0
急性滑膜炎,急慢性滑膜炎,83.33333333333334
胃肠功能紊乱、低钾血症,胃肠功能紊乱、窦性心律不齐,50.0
糖尿病、,糖尿病、2型糖尿病、高血糖,27.27272727272727
哮喘,小儿哮喘,50.0
呼吸道感染,儿童反复呼吸道感染,55.55555555555556
肾移植排斥反应,肾移植,100.0
动脉粥样硬化血栓形成；高脂血症、梅尼埃病、心绞痛,高脂血症、梅尼埃病、心绞痛,100.0
冠心病,胸痛,0.0
风湿性关节炎,肾结石,0.0
 消化不良 ,胃酸想吐，消化不良，身体瘦,36.36363636363637
糖尿病,高血糖、血管性头痛,12.5
痛风 ,痛风性滑囊炎,33.33333333333333
前列腺炎,慢性前列腺炎,66.66666666666666
抑郁症,中度抑郁发作,33.33333333333333
高血压病、荨麻疹,高血压病、寻麻诊,71.42857142857143
脑外伤后遗症,老年性痴呆,0.0
冠心病,心肌梗塞,25.0
痛风 ,痛风性关节炎、痛风,25.0
消化不良,小儿厌食症,0.0
冠心病,稳定型心绞痛,16.666666666666664
高血压,冠心病,0.0
糖尿病；,高血糖,33.33333333333333
痤疮,闭口粉刺、痤疮,33.33333333333333
缺铁性贫血,小儿缺铁性贫血,71.42857142857143
慢性乙肝,肝硬化,33.33333333333333
稳定型心绞痛，高血压病,稳定型心绞痛,100.0
营养不良,不吃饭,33.33333333333333
类风湿性关节炎,风湿类风湿,60.0
心绞痛,胸痛,50.0
糖尿病,高血糖,33.33333333333333
脑梗塞,脑血管病,25.0
肝肾两亏,去湿气,0.0
食欲不振,儿童反复呼吸道感染,0.0
急性咽喉炎,食欲不振,0.0
便秘、胃溃疡,便秘、胃酸过多,50.0
类风湿性关节炎,类风湿关节炎,100.0
哮喘,哮喘，慢支,50.0
肺肾两虚,肺气肿,33.33333333333333
脑梗塞,偏瘫,0.0
急性中耳炎,急性 中耳炎,100.0
亚急性咽炎,急性,100.0
月经不规则,月经不调,75.0
膝关节炎,膝关节腔髌上囊积液 半月板损伤 ,21.428571428571427
前列腺炎,排尿困难,0.0
白癜风,银屑病,0.0
肺肾两虚,咳嗽,0.0
脾肾不足 ,扭伤和劳损,0.0
哮喘；,哮喘，慢支,50.0
、类风湿关节炎,银屑病性关节炎、类风湿关节炎,46.15384615384615
花斑癣,头皮屑过多,0.0
人非瓣膜性房颤、高血压,人非瓣膜性房颤、高血压病、高血压,71.42857142857143
 前列腺炎,慢性前列腺炎,66.66666666666666
强迫症,强迫状态,50.0
;急性扁桃体炎;牙龈炎;呼吸道感染,牙痛;牙龈炎;急性扁桃体炎;牙龈炎;呼吸道感染,73.68421052631578
慢性支气管炎；,慢性支气管炎、增强抵抗力,54.54545454545454
风热感冒,流行性感冒,40.0
脑梗塞,偏瘫,0.0
窦性心律不齐、睡眠障碍,窦性心律不齐、失眠症,77.77777777777779
乙肝,肝硬化,33.33333333333333
尿崩症,遗尿,50.0
神经衰弱,脑卒中后遗症,0.0
血小板减少,血友病,33.33333333333333
关节炎,滑膜炎,33.33333333333333
关节炎,脚疼,0.0
心律失常,窦性心律不齐,33.33333333333333
甲状腺功能减退,手术后甲状腺功能减退,70.0
胃炎,胃酸过多,25.0
干眼症,眼涩,50.0
类风湿性关节炎、关节炎,类风湿性关节炎、银屑病性关节炎,71.42857142857143
高血压病,变异型心绞痛,0.0
类风湿性关节炎,类风湿性关节炎、关节炎,70.0
风湿性关节炎,系统性红斑狼疮;风湿性关节炎,46.15384615384615
骨质疏松、膝关节增生性关节炎,骨质疏松、骨质增生,75.0
骨关节炎、高脂血症,脚疼、高脂血症,66.66666666666666
骨关节炎,骨关节疾病,60.0
肥胖,减肥,50.0
胫骨骨折,骨折,100.0
 癫痫,小儿癫痫,50.0
 消化不良,小儿消化不良,66.66666666666666
风湿性关节炎,脑梗死后遗症,0.0
腰痛,腰疼,50.0
口腔溃疡,口腔粘膜溃疡,66.66666666666666
抑郁症,失眠,0.0
足癣,脚癣,50.0
冠心病,心肌炎,33.33333333333333
反流性食管炎,吐酸小,0.0
青光眼,原发性开角型青光眼,33.33333333333333
糖尿病,高血糖,33.33333333333333
睡眠障碍,入睡障碍性失眠,57.14285714285714
癫痫,小儿癫痫,50.0
痔疮,消化道出血,0.0
风湿性关节炎,关节痛,66.66666666666666
咽喉肿痛,乳腺增生,0.0
脑梗塞，系统性红斑狼疮,脑血管病、系统性红斑狼疮,72.72727272727273
低血压症,低血压,100.0
糖尿病,高血糖,33.33333333333333
发热,备用,0.0
糖尿病,高血糖,33.33333333333333
糖尿病,高血糖,33.33333333333333
癫痫,神经官能症,0.0
冠心病,窦性心律不齐,16.666666666666664
结膜炎,目赤肿痛,0.0
肝炎,肝硬化,33.33333333333333
高血压,高血压病、继发性高血压,30.0
2型糖尿病,糖尿病、2型糖尿病、高血糖,45.45454545454545
 脂溢性皮炎 ,头皮痒、脂溢性皮炎、花斑癣,45.45454545454545
心律失常,胸痛,0.0
肝炎,肝功能异常,20.0
肝炎,药物性肝炎,40.0
白细胞减少,先天性血小板减少症,22.22222222222222
外伤,跌打损伤,25.0
湿疹；,过敏性皮炎,0.0
癫痫,小儿癫痫,50.0
脑血栓形成 ,脑血栓形成、脑血管病,55.55555555555556
神经衰弱,头痛,0.0
类风湿性关节炎,类风湿关节炎,100.0
癫痫,小儿癫痫,50.0
癫痫,小儿癫痫,50.0
痛风,痛风性滑囊炎,33.33333333333333
免疫力低下,HPV,0.0
脑梗塞,脑动脉供血不足,14.285714285714285
糖尿病,高血糖,33.33333333333333
癫痫,小儿癫痫,50.0
脂溢性脱发,秃顶,0.0
脾胃虚弱,腹泻,0.0
胃炎,小儿胃炎,50.0
乳腺增生,乳腺炎,66.66666666666666
脑外伤后遗症,血管性痴呆,0.0
皮肤角化症，皮肤溃破,皮肤角化症皮肤溃破,100.0
冠心病、鼻出血,窦性心律不齐、鼻出血,44.44444444444444
癫痫,癫痫、窦性心律不齐、小儿癫痫,16.666666666666664
性功能障碍,勃起功能障碍,66.66666666666666
神经衰弱,虚劳症,0.0
糜烂性反流性食管炎,吐酸水,0.0
肠炎,痢疾,0.0
过敏性鼻炎,慢性特发性荨麻疹及常年性过敏性鼻炎,29.411764705882355
勃起功能障碍，早泄,勃起功能障碍,100.0
性功能障碍,早泄,0.0
糖尿病,高血糖,33.33333333333333
鼻窦炎,风热犯肺证,0.0
化疗后,恶心和呕吐,0.0
便秘,孕妇便秘,50.0
胃炎,大便不成形，一天三四次。,0.0
角膜炎，肺部感染,角膜炎,100.0
免疫缺陷病,增强免疫力,40.0
钙缺乏症，锌缺乏症,婴儿补钙        保质期要长,11.11111111111111
急性咽炎,亚急性咽炎,80.0
乙型肝炎,乙肝,100.0
梅尼埃病,眩晕综合征、梅尼埃病,44.44444444444444
过敏性鼻炎,鼻炎,100.0
咽喉炎   ,咽喉炎   甲状腺功能低下,30.0
癫痫,小儿癫痫,50.0
血栓性静脉炎,静脉炎和血栓性静脉炎,60.0
冠心病,胸痛,0.0
肠道菌群失调,胃肠功能紊乱,16.666666666666664
抑郁症,抑郁状态,50.0
冠心病,动脉硬化,0.0
肺癌,气管肿瘤,0.0
发热、类风湿性关节炎、贫血,发热、类风湿性关节炎、叶酸片,75.0
肝炎、类风湿性关节炎、贫血,发热、类风湿性关节炎、贫血,90.9090909090909
冠心病,胸痛,0.0
痛风,痛风性关节炎,33.33333333333333
哮喘,肺气肿,0.0
眩晕,肝阳上亢,0.0
高血压病,心力衰竭,0.0
痛风,痛风性滑囊炎,33.33333333333333
冠心病,胸痛,0.0
消化不良,胃病,0.0
脑血管病,血管性痴呆,40.0
免疫力低下,儿童白癜风,0.0
慢性肝炎,肝功能异常,20.0
癫痫,小儿癫痫,50.0
高脂血症、高血压病、冠心病,高脂血症、高血压病、脑血管病,75.0
高血压；,心力衰竭,0.0
肺癌,气管肿瘤,0.0
前列腺炎,前列腺炎性疾病、慢性前列腺炎,30.76923076923077
高血压病,心绞痛,0.0
干眼综合征,干燥综合征,80.0
冠心病,脑血管病,25.0
眩晕,心血管疾病、冠心病,0.0
肺虚肾虚 ,肺虚肾虚，阳萎,66.66666666666666
2型糖尿病,2型糖尿病、糖尿病,62.5
慢性肾功能衰竭,糖尿病肾病,20.0
过敏性结膜炎,过敏性性结膜炎,85.71428571428571
鼻炎,打喷嚏 流鼻子,16.666666666666664
体癣,上呼吸道感染,0.0
免疫力低下,需要爱增加免疫力,37.5
类风湿性关节炎、痛风,类风湿性关节炎、痛风、类风湿关节炎,60.0
斑秃,自汗,0.0
脑梗塞,脑血栓后遗症,16.666666666666664
早泄、男性勃起障碍,早泄,100.0
糖尿病,高血糖,33.33333333333333
冠心病心绞痛,胸痛,50.0
高脂血症、腰痛,高脂血症、疼痛,83.33333333333334
癫痫,小儿癫痫,50.0
尿毒症,弱精症,33.33333333333333
颈椎病,膝盖痛。医生说里边有淤血。,0.0
感冒,普通感冒,50.0
喘息性支气管炎,咳嗽,0.0
过敏性鼻炎,过敏性鼻炎脱敏治疗,55.55555555555556
 癫痫,小儿癫痫,50.0
尿路感染，痛风;结膜炎;体癣,尿路感染，痛风;结膜炎;体癣;眼睛感染;胃溃疡,61.111111111111114
干眼症,鼻炎,0.0
干眼症,无,0.0
感冒,普通感冒,50.0
神经性皮炎,湿疹,0.0
冠心病,胸痛,0.0
胃炎,胃疼,50.0
颈椎病,混合型颈椎病,50.0
口腔溃疡,口腔粘膜溃疡,66.66666666666666
肠炎,腹泻,0.0
肝炎,肝功能异常,20.0
糖尿病、高血压病、脑血管病,高血糖、高血压病、脑血管病,90.9090909090909
